Date,Open,High,Low,Close,Volume
2024-12-01 18:02:00,97259.0,97325.6,97259.0,97325.6,0.60902031
2024-12-01 18:03:00,97329.4,97329.4,97329.4,97329.4,0.00046674
2024-12-01 18:04:00,97329.3,97329.4,97329.3,97329.4,0.00270963
2024-12-01 18:05:00,97329.3,97329.3,97329.3,97329.3,0.00022795
2024-12-01 18:06:00,97329.3,97329.3,97329.3,97329.3,0.0006977
2024-12-01 18:07:00,97329.3,97329.4,97329.3,97329.4,0.00267429
2024-12-01 18:08:00,97329.4,97363.6,97329.4,97363.6,0.51915391
2024-12-01 18:09:00,97363.7,97380.0,97363.7,97379.9,0.00444913
2024-12-01 18:10:00,97379.9,97380.0,97379.9,97380.0,0.0104198
2024-12-01 18:11:00,97380.0,97396.9,97380.0,97383.8,0.04341112
2024-12-01 18:12:00,97383.8,97383.8,97380.0,97380.0,0.00946528
2024-12-01 18:13:00,97380.0,97380.0,97380.0,97380.0,0.0
2024-12-01 18:14:00,97396.9,97417.1,97396.9,97417.0,0.17944291
2024-12-01 18:15:00,97417.1,97435.9,97417.1,97435.8,0.07815118
2024-12-01 18:16:00,97435.9,97435.9,97435.8,97435.8,0.04783563
2024-12-01 18:17:00,97435.8,97435.8,97435.8,97435.8,0.00128289
2024-12-01 18:18:00,97435.8,97435.9,97435.8,97435.8,0.00288031
2024-12-01 18:19:00,97435.8,97435.9,97435.8,97435.9,0.00182403
2024-12-01 18:20:00,97435.8,97435.8,97435.8,97435.8,0.00554512
2024-12-01 18:21:00,97397.0,97397.0,97379.9,97379.9,0.02
2024-12-01 18:22:00,97380.0,97380.0,97380.0,97380.0,0.00073023
2024-12-01 18:23:00,97407.1,97407.1,97385.4,97403.2,0.00708786
2024-12-01 18:24:00,97403.2,97403.2,97403.2,97403.2,0.0
2024-12-01 18:25:00,97403.2,97403.2,97403.2,97403.2,0.0
2024-12-01 18:26:00,97405.4,97405.4,97396.6,97396.6,0.03544553
2024-12-01 18:27:00,97396.7,97429.1,97396.7,97429.1,0.18372193
2024-12-01 18:28:00,97429.1,97429.1,97429.1,97429.1,0.0
2024-12-01 18:29:00,97398.2,97398.2,97398.2,97398.2,0.00233752
2024-12-01 18:30:00,97398.2,97398.2,97398.2,97398.2,0.00020534
2024-12-01 18:31:00,97398.2,97398.2,97396.5,97396.5,0.00067193
2024-12-01 18:32:00,97399.2,97399.2,97351.6,97351.6,0.50389259
2024-12-01 18:33:00,97366.3,97366.3,97364.8,97364.8,0.29966633
2024-12-01 18:34:00,97352.4,97352.4,97352.4,97352.4,0.0020998
2024-12-01 18:35:00,97330.0,97330.0,97329.1,97329.2,0.00119492
2024-12-01 18:36:00,97329.2,97329.2,97316.7,97316.7,0.0208535
2024-12-01 18:37:00,97316.7,97316.7,97281.1,97281.1,0.01581839
2024-12-01 18:38:00,97303.9,97303.9,97276.4,97276.4,0.00162
2024-12-01 18:39:00,97276.3,97276.3,97258.9,97258.9,0.0136782
2024-12-01 18:40:00,97264.0,97264.0,97264.0,97264.0,0.00025704
2024-12-01 18:41:00,97262.4,97283.5,97262.4,97283.5,0.00734691
2024-12-01 18:42:00,97290.8,97290.8,97290.8,97290.8,0.00086
2024-12-01 18:43:00,97301.6,97301.6,97301.6,97301.6,0.00030831
2024-12-01 18:44:00,97301.6,97301.6,97289.7,97289.7,0.00071014
2024-12-01 18:45:00,97289.7,97289.7,97289.7,97289.7,0.0
2024-12-01 18:46:00,97276.3,97276.3,97263.0,97265.5,0.49430524
2024-12-01 18:47:00,97265.5,97265.5,97265.5,97265.5,0.0
2024-12-01 18:48:00,97259.0,97259.0,97258.9,97258.9,0.01902273
2024-12-01 18:49:00,97256.2,97256.5,97256.2,97256.5,0.00510899
2024-12-01 18:50:00,97256.5,97256.5,97256.5,97256.5,0.0
2024-12-01 18:51:00,97237.4,97237.4,97237.4,97237.4,0.00021596
2024-12-01 18:52:00,97237.5,97237.5,97237.5,97237.5,0.000232
2024-12-01 18:53:00,97237.5,97237.5,97184.3,97184.3,0.05028283
2024-12-01 18:54:00,97178.7,97178.7,97108.6,97108.6,0.11155359
2024-12-01 18:55:00,97105.0,97105.1,97105.0,97105.1,0.00013914
2024-12-01 18:56:00,97105.1,97105.1,97105.1,97105.1,0.000232
2024-12-01 18:57:00,97105.1,97105.1,97105.1,97105.1,0.0
2024-12-01 18:58:00,97105.1,97105.1,97105.1,97105.1,0.0
2024-12-01 18:59:00,97122.2,97122.2,97117.2,97117.3,0.01594217
2024-12-01 19:00:00,97117.3,97127.3,97109.6,97127.3,0.00077955
2024-12-01 19:01:00,97120.5,97120.5,97120.5,97120.5,0.15637817
2024-12-01 19:02:00,97120.5,97120.5,97120.5,97120.5,0.0
2024-12-01 19:03:00,97105.0,97105.0,97105.0,97105.0,0.00108974
2024-12-01 19:04:00,97158.1,97158.1,97144.8,97144.8,0.00214452
2024-12-01 19:05:00,97144.8,97144.8,97144.8,97144.8,0.0
2024-12-01 19:06:00,97144.8,97144.8,97144.8,97144.8,0.0
2024-12-01 19:07:00,97200.6,97303.7,97200.6,97284.4,0.05970385
2024-12-01 19:08:00,97251.6,97251.6,97251.6,97251.6,0.00032527
2024-12-01 19:09:00,97242.4,97242.4,97242.4,97242.4,0.00194906
2024-12-01 19:10:00,97221.8,97221.8,97207.4,97207.4,0.00420597
2024-12-01 19:11:00,97227.1,97227.1,97215.2,97218.3,0.00109429
2024-12-01 19:12:00,97190.9,97192.8,97190.9,97192.8,0.00506841
2024-12-01 19:13:00,97193.1,97193.1,97193.1,97193.1,0.005
2024-12-01 19:14:00,97188.9,97188.9,97188.9,97188.9,0.0100284
